"Area_name","Value_label","Significance_England","Indicator_short_name","Time_period","Figure_ID","Hex_ID","Source","Fingertips_ID","Sex","Age","Life_course","At_ICT_level","Indicator_label","Polarity","x","y"
"Adur","1.5%","Similar","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Arun","1.4%","Better","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Chichester","1.2%","Better","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Crawley","1.3%","Better","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Horsham","1%","Better","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Mid Sussex","0.9%","Better","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Worthing","1.7%","Worse","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"England","1.5%","Not applicable","HH_no_central_heating","2021","Building blocks 2",17,"Census 2021",,"Households",,,"ICT level","of households lack central heating","Lower is better",3.5,2.5
"Brighton and Hove Central","51.6%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Brighton and Hove East","27.6%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Brighton and Hove North","24.3%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Brighton and Hove West","20.9%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Brighton and Hove","30.6%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Eastbourne","24.4%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Hastings","26.3%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Lewes","14.9%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Rother","13.9%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Wealden","11.2%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Adur","12.8%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Arun","16.2%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Chichester","14.9%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Crawley","18.4%","Similar","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Horsham","12.5%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Mid Sussex","13.5%","Better","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Worthing","20.2%","Worse","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"England","18.2%","Not applicable","HH_private_rented","2021","Building blocks 2",18,"Census 2021",,"Households",,,"ICT level","of households are privately renting (main type)","Lower is better",4.5,2.5
"Brighton and Hove Central","37,297","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Brighton and Hove East","25,194","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Brighton and Hove North","34,021","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Brighton and Hove West","24,937","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Brighton and Hove","121,402","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Eastbourne"," 45,610","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Hastings"," 40,453","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Lewes"," 43,688","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Rother"," 42,101","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Wealden"," 68,266","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Adur"," 27,677","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Arun"," 72,661","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Chichester"," 54,122","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Crawley"," 45,502","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Horsham"," 62,368","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Mid Sussex"," 63,349","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Worthing"," 49,535","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"England","23,436,090","Not applicable","HH_at_least_one_resident","2021","Building blocks 2",23,"Census 2021",,"Households",,,"ICT level","households with at least one resident","Not applicable",2,3
"Brighton and Hove Central","36.3%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Brighton and Hove East","20.2%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Brighton and Hove North","16.3%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Brighton and Hove West","16.1%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Brighton and Hove","23.3%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Eastbourne","17.7%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Hastings","20.8%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Lewes","13.1%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Rother","12.7%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Wealden","11.4%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Adur","13.4%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Arun","13%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Chichester","13.6%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Crawley","15.2%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Horsham","13.8%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Mid Sussex","13.9%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Worthing","18%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"England","17.3%","Not applicable","HH_living_alone_under_66","2021","Building blocks 2",24,"Census 2021",,"Households",,,"ICT level","of households comprise a person aged under 66 living alone","Not applicable",3,3
"Brighton and Hove Central","10.8%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Brighton and Hove East","11.6%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Brighton and Hove North","10.6%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Brighton and Hove West","12.5%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Brighton and Hove","11.4%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Eastbourne","17.8%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Hastings","14.9%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Lewes","17.9%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Rother","19.9%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Wealden","16%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Adur","17%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Arun","18.3%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Chichester","17.5%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Crawley","10.1%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Horsham","14.3%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Mid Sussex","13.6%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Worthing","15.8%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"England","12.8%","Not applicable","HH_living_alone_over_66","2021","Building blocks 2",25,"Census 2021",,"Households",,"Yes","ICT level","of households comprise a person aged 66+ living alone","Not applicable",4,3
"Brighton and Hove Central","6.4%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Brighton and Hove East","11%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Brighton and Hove North","10.5%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Brighton and Hove West","11.7%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Brighton and Hove","6%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Eastbourne","6.8%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Hastings","7.7%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Lewes","6%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Rother","5.2%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Wealden","4.8%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Adur","5.7%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Arun","5.2%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Chichester","4.9%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Crawley","7.8%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Horsham","4.6%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Mid Sussex","4.9%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Worthing","5.9%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"England","6.9%","Not applicable","HH_lone_parent","2021","Building blocks 2",26,"Census 2021",,"Households",,,"ICT level","of households comprise a lone parent","Not applicable",5,3
"Brighton and Hove North","12.3","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Brighton and Hove East","12.3","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Brighton and Hove West","12.3","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Brighton and Hove Central","12.3","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Brighton and Hove","12.3","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Adur","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Arun","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Chichester","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Crawley","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Horsham","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Mid Sussex","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Worthing","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Eastbourne","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Hastings","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Lewes","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Rother","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Wealden","10.8","Similar","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"England","10.5","Not applicable","HLE_males_65","2018 - 20","Life expectancy disease burden",1,"OHID Fingertips",93505,"Males","65",,"UTLA","Healthy life expectancy at age 65 for males","Higher is better",1.5,1.5
"Brighton and Hove North","12.1","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Brighton and Hove East","12.1","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Brighton and Hove West","12.1","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Brighton and Hove Central","12.1","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Brighton and Hove","12.1","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Adur","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Arun","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Chichester","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Crawley","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Horsham","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Mid Sussex","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Worthing","11.6","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Eastbourne","12.2","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Hastings","12.2","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Lewes","12.2","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Rother","12.2","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Wealden","12.2","Similar","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"England","11.3","Not applicable","HLE_females_65","2018 - 20","Life expectancy disease burden",2,"OHID Fingertips",93505,"Females","65",,"UTLA","Healthy life expectancy at age 65 for females","Higher is better",2.5,1.5
"Brighton and Hove North","65.6","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Brighton and Hove East","65.6","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Brighton and Hove West","65.6","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Brighton and Hove Central","65.6","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Brighton and Hove","65.6","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Adur","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Arun","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Chichester","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Crawley","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Horsham","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Mid Sussex","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Worthing","63.8","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Eastbourne","63.1","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Hastings","63.1","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Lewes","63.1","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Rother","63.1","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Wealden","63.1","Similar","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"England","63.1","Not applicable","HLE_males_at_birth","2018 - 20","Life expectancy disease burden",9,"OHID Fingertips",90362,"Males","At birth",,"UTLA","Healthy life expectancy at birth for males","Higher is better",2,2
"Brighton and Hove North","65.3","Similar","HLE_females_at_birth","2018 - 20","Life expectancy disease burden",10,"OHID Fingertips",90362,"Females","At birth",,"UTLA","Healthy life expectancy at birth for females","Higher is better",3,2
